Lookup Artists::Season,Lookup Artists::Staff Team Full Name,Lookup Photographers::Season,Lookup Photographers::Staff Team Full Name,Citations::Citation Volume,Citations::Citation Pages,Citations::Comment,Citations::Full Conversion Text,Citations::Partial Conversion Text Author,Lookup Videographers::Season,Lookup Videographers::Staff Team Full Name,Category ID,Category Text,Contiguous Relationship,Contingious 1,Contingious 2,Count,Count of Features,COUNT OF Sheet Type = Feature & Season = 2014,cSheetGif,Description,Dictated By ID,Dictated Text,Drawing Artist Text,Drawing Reference Text,Drawings Artist ID,Drawings Reference Number,Entered By ID,Entered Date,Entered Text,Entrance,Feature ID,Feature ID Tot.,Feature Sheet Count,Feature Text,FilePath,gArtist,Gate,gPhotographer,gPRStaff,gVideographer,Insula,Last Modified By ID,Last Modified Date,Last Usage ID,Last Usage ID Count,Last Usage Text,Minority Report,Modified Text,Negative Feature,Photo BW Roll Frame,Photo Color Roll Frame,Photo Comments,Photo Digital Image Number,Photographer ID,Photographer Roll Frame,Photographer Text,Recorded By ID,Recorded Date,Recorded Text,Region,Room Number,Room Type ID,Room Type Text,Season,Season Count,Sheet ID,Sheet Type,Structure ID,Structure Text,Totals of Room Type,Video Analog Tape Number,Video Analog Time,Video Comments,Video Digital File Number,Videographer ID,Lookup Principle Researchers::Principle Reasearcher Full Name,Lookup Principle Researchers::Season,Lookup Recorded By::Staff Team Full Name,Lookup Recorded By::Season
,,2005,Steve Jenness,,,,"(Look at Vol. Pugliese, Pompei Pitture e Mosaici, for better ID of paintings).",(Look at Vol. Pugliese,,,1,Domestic,"Opens to east into garden, #10 and northeast corner peristyle #8.  In southwest corner of peristyle and the house.  North of dining room is small room made into posticum (back door).","Opens to east into garden, #10 and northeast corner peristyle #8.  In southwest corner of peristyle and the house.  North of dining room is small room made into posticum (back door).",None,4152,4152,,34.gif,"Rectangular room on east-west axis opening through a large doorway with a variegated marble piece of revetment serving as a threshold. Tufa threshold in north door.  Doors of medium height preserved to both north and east.  Walls well preserved, 3 meters thick, leveled off, capped roof tile for protection.  Substantial remains of wall plaster with shadows of paintings on north south and west walls.  Some remains of pavement, cocciopesto (crushed red brick).  Portions visible just inside eastern opening.  A small circular window over east doorway set in low segmented arch reflecting the shape of the suspended vault.  Fine example of lotus and palmet molding plaster that defined the segmented arch and also served as a crown molding for the wall.  The arch is not preserved on west wall but only on east wall.REMEDIATED JUNE 30, 2011 NO NEW DESCRIPTION NEEDED",,,,Sketch34,,34,173,06/25/2005,Mary,22,211,33,33,(none),,Yes,,Yes,0,Yes,2,,07/08/2015,3,4102,House,0,12/16/2005 2:58 AM,0,,,,,182,,SJ,173,06/25/2005,NR,6,11,34,Dining Room,2005,4148,34,Space or Room,0,House of M. Pupius,,04,9:52-10:49,,,,,,Margaret Ramos,2005
2005,Joe Messier,2005,Steve Jenness,,,,,,,,1,Domestic,Door to dining #11 off southeast corner of atrium #5.  To north is Jashemski #A or #12; (north side of garden) -- Opposite dining room #13.,Door to dining #11 off southeast corner of atrium #5.  To north is Jashemski #A or #12; (north side of garden) -- Opposite dining room #13.,None,4152,4152,,35.gif,"Largest room in house, situated in southeast corner of house.  Wide opening provides good view to north wall of garden.  Larger than average doorway in west wall opens to atrium.  At west end of north wall is opening that seems too low for use as doorway, but fact that it goes through to floor means that it may be too low to be appropriate to pass things through wall. Lintels over doorways not preserved -- Walls topped off with modern tile for waterproofing.  Small door in wall is an anomaly.",,,Joe,Sketch35,169,35,175,06/25/2005,Mary,14,211,34,34,(none),,Yes,,Yes,0,Yes,2,,06/02/2011,3,4102,House,0,8/9/2005 8:07:09 AM,0,,,None,,182,,SJ,175,06/25/2005,AS,6,11,34,Dining Room,2005,4148,35,Space,521,House of the Amazons,,04,1:57-2:42,,,,,,Adina Stone,2005
,,2005,Steve Jenness,,,,PPM,,,,1,Domestic,"Opens south into garden 12.  Dining room is an extension beyond simple rectangular plan of House of Amazons.  Abuts to north and west to next house up street 6-2-15, House of Pupius.  On east side is VI.ii.24, House of Cossii.","Opens south into garden 12.  Dining room is an extension beyond simple rectangular plan of House of Amazons.  Abuts to north and west to next house up street 6-2-15, House of Pupius.  On east side is VI.ii.24, House of Cossii.",None,4152,4152,,36.gif,One of the best examples of painted interiors. See full doc in PPM.  Doorway appears to have been part. Blocked suggesting a different phase.  A single course preserved in two blocks (how high was it and did it affect view into garden?) New tiled roof installed sloping from west to east.  Windows preserved above molded cornice in north wall.  Damaged mosaic floor will be better documented in PPM.,,,,Sketch36,,36,175,06/25/2005,Mary,14,211,35,35,(none),,Yes,,Yes,0,Yes,2,,08/17/2012,3,4102,House,0,8/9/2005 8:07:09 AM,0,,,,,182,,SJ,175,06/25/2005,AS,6,13,34,Dining Room,2005,4148,36,Space,521,House of the Amazons,,04,2:42-4:11,,,,,,Adina Stone,2005
2005,Carl Lostritto,,,,,,"Eschebach, 1993",Eschebach,,,1,Domestic,Room opens with wide west opening.  To south a low door connects tablinum dining room to a dead end space.  To north is an identical low doorway that has been blocked.,Room opens with wide west opening.  To south a low door connects tablinum dining room to a dead end space.  To north is an identical low doorway that has been blocked.,None,4152,4152,,37.gif,"Was originally used as a tablinum, because in a small house such as this, the formal room (tablinum) opposite doorway could be used for dining as well.  Interior of room has well preserved example of first style décor.  The dado is undecorated, above is a single course of horizontal bricks, above is a series of tall panels topped by plaster molding.  Two more courses of horizontal blocks topped by another molding.  All of these depictions of blocks in plaster have been painted- greens, reds, yellows, purples, and blues  (look at PPM).  Pavement is white tesserae with crushed brick in a geometric pattern.  Above level of second plaster molding is a low panel dentilated frieze-fragment preserved is about 10 cm long on southeast corner.",,,Carl,Sketch37,163,37,175,06/25/2005,SKL,13,211,36,36,(none),,Yes,,Yes,0,Yes,2,,08/17/2012,3,4102,House,0,12/24/2005 3:13:15 PM,0,1.10172E+12,50412,No room numbers.,,,BW0110/17-22 ('01).  2005:  BW0504/26; C0504/12,,175,06/25/2005,AS,6,5,34,Dining Room,2005,4148,37,Space,518,Small house,,0503,34:56-36:00,,,,,,Adina Stone,2005
2005,Shengyin Xu,,,,,,,,,,1,Domestic,"contiguous with peristyle, latrine inside","contiguous with peristyle, latrine inside",None,4152,4152,,38.gif,"Small rectangular room; entrance in southwest corner from garden, square cooking platform in northwest corner.  Latrine in southeast corner.  Opus signinum in east half of room.  Some original plaster on north wall.",,,S.Xu,Sketch38,177,38,175,06/25/2005,skl,12,211,37,37,(none),,Yes,,Yes,0,Yes,2,,06/02/2011,3,4102,House,0,8/9/2005 8:07:09 AM,0,1.10041E+12,50415,None,,,BW01 10 04-07 ('01).  2005:  BW0504/23; C0504/15,,175,06/25/2005,AS,6,10,40,Kitchen,2005,4148,38,Space,518,Small house,,0503,31:35-32:21,,,,,,Adina Stone,2005
,,,,,,,,,,,1,Domestic,"large open room on north side of house, flanked by two smaller rooms.","large open room on north side of house, flanked by two smaller rooms.",None,4152,4152,,39.gif,"Dining room faces south on axis with impluvium, because there is no tablinum in house, this room presumably served both purposes (dining room and tablinum).  Floor is raised slightly above level of atrium and paved in white tesserae in a pinkish ground (cocciopesto).  Fragments of faded wall plaster preserved on all three walls.  On east wall is a good stretch of dentilated frieze, another portion on north wall in east corner without dental work is present.  No evidence of vault alone, but a good place for one.",,,,Sketch39,,39,175,06/30/2005,skl,11,211,38,38,(none),,Yes,,Yes,0,Yes,2,,08/17/2012,3,4102,House,0,8/9/2005 8:07:09 AM,0,1100203,,,,,BW01 10 02/03 (2001),,175,06/30/2005,AS,6,7,34,Dining Room,2005,4148,39,Space,518,The little house,,,,,,,,,Adina Stone,2005
,,2005,Steve Jenness,,,,,,,,1,Domestic,"Facing garden, west of room #4 (kitchen)","Facing garden, west of room #4 (kitchen)",None,4152,4152,,40.gif,"Opening south, facing garden. Square, large entrance, plastered walls, red and white cocciopesto floor.  Identified by location.",,,,Sketch40,,40,158,06/28/2005,Margaret,24,211,39,39,(none),,Yes,,Yes,0,Yes,2,,06/02/2011,3,4102,House,0,8/9/2005 8:07:09 AM,0,,,None,,182,,SJ,158,06/28/2005,JH,6,6,34,Dining Room,2005,4148,40,Space,530,House of Cossill,,0504,14:59-16:41,,,,,,Jay Henriques,2005
,,2005,Steve Jenness,,,,,,,,1,Domestic,None,None,None,4152,4152,,41.gif,"Long rectangular platform along east wall, partition wall at north part of platform. Possibly tile surface indicated by quantity of tiles among debris. Fuel storage under left of platform.",,,,Sketch41,,41,173,06/28/2005,ML,25,88,40,40,"Platform, Cooking",,Yes,,Yes,0,Yes,2,,06/02/2011,3,4102,House,0,8/9/2005 8:07:09 AM,0,,,None,,182,,SJ,173,06/28/2005,MR,6,7,40,Kitchen,2005,4148,41,Feature,,,,,,,,,,,Margaret Ramos,2005
,,2005,Steve Jenness,,,,,,,,1,Domestic,Dining room #3 at south.,Dining room #3 at south.,None,4152,4152,,42.gif,"Large dining room with opening along west wall. Small doorway at southwest corner of room.  Marble threshold remains, plaster remains at northwest corner with red paint. Overlooking peristyle garden at west, floor collapsed in northwest corner, entry not permitted.",,,,Sketch42,,42,173,06/28/2005,ML,25,211,41,41,(none),,Yes,,Yes,0,Yes,2,,06/02/2011,3,4102,House,0,8/9/2005 8:07:09 AM,0,,,None,,182,,SJ,173,06/28/2005,MR,6,2,34,Dining Room,2005,4148,42,Space,,,,,,,,,,,Margaret Ramos,2005
,,2005,Judith Palmer,,,,"Jashemski, 1979",Jashemski,,,1,Domestic,Dining room in southwest corner of house looking west through door and window into garden.,Dining room in southwest corner of house looking west through door and window into garden.,None,4152,4152,,43.gif,Rectangular/squarish dining room with door in northwest corner into garden and small door in northeast corner comes to small room (12).  Neither doors nor window in west wall are preserved to their full heights.  There is a window on the south wall (intact) presumably connecting to house #28.  A sign on east wall records restoration in 1977.  Remains of faded wall plaster preserved on south wall; no visible remains of original floor covering.,,,,Sketch43,,43,175,06/30/2005,Margaret,26,211,42,42,(none),,Yes,,Yes,0,Yes,2,,06/02/2011,8,4102,Other,0,8/9/2005 8:07:09 AM,0,,,None,,171,,,175,06/30/2005,AS,6,11,34,Dining Room,2005,4148,43,Space,,,,,,,,,,,Adina Stone,2005
2005,MDP ,2005,Judith Palmer,,,,,,,,1,Domestic,None,None,None,4152,4152,,44.gif,Walls north and south of platform are preserved no higher than platform itself. South wall slightly higher than north but no indication of how tall wall would have been. Wall on west was a dining room of house 26.,,,MDP,Sketch44,381,44,175,06/30/2005,ML,27,88,43,43,"Platform, Cooking",,Yes,,Yes,0,Yes,2,,06/03/2011,3,4102,House,0,2/26/2006 4:56:42 PM,0,1092425,,Judith,,171,BW01 09 24/25 (2001),,175,06/30/2005,AS,6,8,40,Kitchen,2005,4148,44,Feature,,,,,,,,,,,Adina Stone,2005
,,2005,Steve Jenness,,,,,,,,1,Domestic,"Atrium (5) to west. North of room #3,","Atrium (5) to west. North of room #3,",None,4152,4152,,45.gif,Rectangular wall facing room out into atrium. Possible south doorway. Southeast corner of room destroyed. Debris obscures floor. Niche in northeast corner. Red and white painting survives in places. Blocked doorway in south wall.,,,,Sketch45,,45,168,06/30/2005,Margaret,28,211,44,44,(none),,Yes,,Yes,0,Yes,2,,06/02/2011,3,4102,House,0,8/9/2005 8:07:09 AM,0,,,None,,182,,SJ,168,06/30/2005,MM,6,4,34,Dining Room,2005,4148,45,Space,,,,,,,,,,,Mary Meier,2005
,,2005,Steve Jenness,,,,,,,,1,Domestic,Contiguous to room #17 and #16 to west and central core of house to north. Room #8 to east.,Contiguous to room #17 and #16 to west and central core of house to north. Room #8 to east.,None,4152,4152,,46.gif,Square room with large rectangular lararium in center of south wall.  Wall painting on south wall preserves traces of red with white lower register.  Large entrance in west wall and second large doorway in northwest corner.,,,,Sketch46,,46,168,06/30/2005,Margaret,28,211,45,45,(none),,Yes,,Yes,0,Yes,2,,06/02/2011,3,4102,House,0,8/9/2005 8:07:09 AM,0,,,None,,182,,SJ,168,06/30/2005,MM,6,15,34,Dining Room,2005,4148,46,Space,,,,,,,,,,,Mary Meier,2005
,,2005,Steve Jenness,,,,,,,,1,Domestic,None,None,None,4152,4152,,47.gif,No description provided.,,,,Sketch47,,47,175,06/30/2005,Margaret,28,211,46,46,(none),,Yes,,Yes,0,Yes,2,,06/02/2011,3,4102,House,0,8/9/2005 8:07:09 AM,0,,,None,,182,,SJ,175,06/30/2005,AS,6,17,33,Dining Hall,2005,4148,47,Space,,,,,,,,,,,Adina Stone,2005
,,,,,,,,,,,1,Domestic,None,None,None,4152,4152,,48.gif,Triclinium,20,,,Sketch48,,48,,06/28/2001,,3,211,47,47,(none),,Yes,,Yes,0,Yes,5,,06/02/2011,3,4102,House,0,8/9/2005 8:07:09 AM,0,,,,,,,,,06/28/2001,Curtis/,6,7,34,Dining Room,2001,4148,48,Space,580,House of Neptune,,,,,,,Bob Curtis,2001,,
,,,,,,,,,,,1,Domestic,None,None,None,4152,4152,,49.gif,- REFER TO SKETCH sheet 50 -,20,,,,,,,06/28/2001,,3,88,48,48,"Platform, Cooking",,Yes,,Yes,0,Yes,5,,06/02/2011,3,4102,House,0,8/9/2005 8:07:09 AM,0,,,,,,,,,06/28/2001,Curtis/,6,12,40,Kitchen,2001,4148,49,Feature,580,House of Neptune,,,,,,,Bob Curtis,2001,,
,,,,,,,"Eschebach, 1993",Eschebach,,,1,Domestic,Open room shared with shop,None,Open room shared with shop,4152,4152,,50.gif,In right rear is a place for a wooden table (Eschebach),20,,,Sketch50,,50,,06/28/2001,,3,211,49,49,(none),,Yes,,Yes,0,Yes,5,,06/02/2011,3,4102,House,0,8/9/2005 8:07:09 AM,0,,,,,,,,,06/28/2001,Curtis/,6,12,40,Kitchen,2001,4148,50,Space,580,House of Neptune,,,,,,,Bob Curtis,2001,,
,,,,,,,,,,,1,Domestic,None,None,None,4152,4152,,51.gif,in rear of the room,20,,,,,,,06/28/2001,,3,88,50,50,"Platform, Cooking",,Yes,,Yes,0,Yes,5,,06/02/2011,3,4102,House,0,8/9/2005 8:07:09 AM,0,,,,,,,,,06/28/2001,Curtis/,6,2,40,Kitchen,2001,4148,51,Feature,580,House of Neptune,,,,,,,Bob Curtis,2001,,
,,,,,,,,,,,1,Domestic,None,None,None,4152,4152,,52.gif,To front left of cooking platform are two foundations. In wall behind is a flue made of terracotta vessels,20,,,Sketch52,,52,,06/28/2001,,4,93,51,51,Other,,Yes,,Yes,0,Yes,5,,06/02/2011,3,4102,House,0,8/9/2005 8:07:09 AM,0,,,,,,,,,06/28/2001,Curtis/,6,2,40,Kitchen,2001,4148,52,Feature,,,,,,,,,Bob Curtis,2001,,
,,,,,,,,,,,1,Domestic,None,None,Not sure which is triclinium - drew also room next to which could possibly be a summer triclinium?  This room has a small door with another small room off of it.,4152,4152,,53.gif,"- REFER TO SKETCH sheet 53 -Not sure which is triclinium - drew also room next to which could possibly be a summer triclinium?  This room has a small door with another small room off of it.",20,,,Sketch53,,53,,06/28/2001,,4,211,52,52,(none),,Yes,,Yes,0,Yes,5,,06/02/2011,3,4102,House,0,12/18/2005 6:29:46 PM,0,,,,,,,,,06/28/2001,Curtis/,6,10,34,Dining Room,2001,4148,53,Space,,,,,,,,,Bob Curtis,2001,,
,,,,,,,,,,,1,Domestic,None,None,None,4152,4152,,54.gif,- REFER TO SKETCH sheet 54 -,20,,,Sketch54,,54,,06/28/2001,,5,15,53,53,"Platform, Preparation",,Yes,,Yes,0,Yes,5,,06/02/2011,3,4102,House,0,8/9/2005 8:07:09 AM,0,,,,,,,,,06/28/2001,Curtis/,6,12,40,Kitchen,2001,4148,54,Feature,584,House of Granduke Michele of  Russia,,,,,,,Bob Curtis,2001,,
,,,,,,,,,,,1,Domestic,None,None,None,4152,4152,,55.gif,"Nina identifies the room 4 as a -taberna- opening onto the street (the only one on this street!), which has a dead end against the city wall.",20,,,Sketch55,,55,,06/28/2001,,5,211,54,54,(none),,Yes,,Yes,0,Yes,5,,06/02/2011,3,4102,House,0,8/9/2005 8:07:09 AM,0,,,,,,,,,06/28/2001,Curtis/,6,4,45,Shop,2001,4148,55,Space,584,House of Granduke Michele of  Russia,,,,,,,Bob Curtis,2001,,
,,,,,,,,,,,4,Commercial,None,None,None,4152,4152,,56.gif,"Taberna,",20,,,,,,,06/29/2001,,2,211,55,55,(none),,Yes,,Yes,0,Yes,2,,06/02/2011,18,4102,"Food & Drink Shop, Small",0,8/9/2005 8:07:09 AM,0,,,,,,,,,06/29/2001,Curtis/,6,1,19,Sales Room,2001,4148,56,Space,172,Taberna,,,,,,,Bob Curtis,2001,,
,,2005,Judith Palmer,,,,,,,,4,Commercial,"East end of the room, across from the mill.",None,"East end of the room, across from the mill.",4152,4152,,57.gif,"A beautiful oven enclosed half way, with enclosed smoke flue with an amphora as part of flue. Rectangular opening to bakery area, two reclining arches, the first one (large) leads to oven, the lower to a coal/wood storage.",,,,,,,158,06/30/2005,ML,6,13,56,56,Oven,,Yes,,Yes,0,Yes,2,,06/03/2011,14,4102,Bakery,0,12/18/2005 3:58:17 PM,0,10215,1050812,B&W 16.19-22,,171,BW01 02 15; 01 05 08-12 (2001),judith,158,06/30/2005,JH,6,3,9,Mill - Oven Room,2005,4148,57,Feature,513,A. Cossius Libanus,,,,,,,,,Jay Henriques,2005
,,2005,Judith Palmer,,,,,,,,4,Commercial,Between street and oven. To north of room #2.,None,Between street and oven. To north of room #2.,4152,4152,,58.gif,Mill #2 of a set of three. An animal mill paved in a circle around the base. Meta only without catillus.,32,,,Sketch58,,58,,06/30/2005,ML,6,82,57,57,Mill,,Yes,,Yes,0,Yes,2,,08/17/2012,14,4102,Bakery,0,12/18/2005 4:52:35 PM,0,10523,10215,"Judith, 06/07/05",,171,BW01 05 23; 01 02 15 (2001),judith,,06/30/2005,BL,6,1,9,Mill - Oven Room,2005,4148,58,Feature,513,A. Cossius Libanus,,,,,,,Ben Lowe,2005,,
,,,,,,,,,,,4,Commercial,None,None,None,4152,4152,,59.gif,Mill #3 of a set of three. An animal mill paved in a circle around the base. Complete with a meta and broken catillus.,20,,,,,,,06/29/2001,,6,82,58,58,Mill,,Yes,,Yes,0,Yes,2,,08/17/2012,14,4102,Bakery,0,12/18/2005 4:52:29 PM,0,,,,,,,,,06/29/2001,Curtis/,6,3,9,Mill - Oven Room,2001,4148,59,Feature,513,A. Cossius Libanus,,,,,,,Bob Curtis,2001,,
,,2005,Judith Palmer,,,,,,,,4,Commercial,"Mill room (3) to north, mystery blocked off room to east.","Mill room (3) to north, mystery blocked off room to east.",None,4152,4152,,60.gif,"Southwest corner a masonry foundation a possible preparation platform in poor condition, two peep holes on east wall giving view to large blocked off room. A utility niche in southwest corner possibly animal sleeping quarters.",,,,,,,158,06/30/2005,ML,6,211,59,59,(none),,Yes,,Yes,0,Yes,2,,06/02/2011,14,4102,Bakery,0,8/9/2005 8:07:09 AM,0,,,Judith's sheet 7/7/05,,171,,judith,158,06/30/2005,JH,6,2,41,Processing Room,2005,4148,60,Space,513,A. Cossius Libanus,,,,,,,,,Jay Henriques,2005
,,2005,Judith Palmer,,,,,,,,4,Commercial,"West of street. North of room #2, room #4 opens at back of structure.","West of street. North of room #2, room #4 opens at back of structure.",None,4152,4152,,61.gif,"Rectangular room off street.  Three large animal mills: one meta with catillus, two metae without catilli; paving stones in a circle around each.  One small meta in situ.  Two brick dividers/walls midway through room on north and south sides.  Some plaster remains on wall.  Oven at rear of room.",32,,,,,,,06/30/2005,ML,6,211,60,60,(none),,Yes,,Yes,0,Yes,2,,08/17/2012,14,4102,Bakery,0,12/18/2005 4:39:06 PM,0,,,"Judith, 06/07/05",,171,,judith,,06/30/2005,BL,6,3,9,Mill - Oven Room,2005,4148,61,Space,513,A. Cossius Libanus,,,,,,,Ben Lowe,2005,,
,,,,,,,,,,,1,Domestic,None,None,None,4152,4152,,62.gif,Northwest corner are remains of hearth,20,,,Sketch62,,62,,06/29/2001,,7,93,61,61,Other,,Yes,,Yes,0,Yes,2,,06/02/2011,4,4102,House-Shop,0,8/9/2005 8:07:09 AM,0,1161718,,"B&W 16, 17 & 18",,,,,,06/29/2001,Curtis/,6,7,40,Kitchen,2001,4148,62,Feature,,,,,,,,,Bob Curtis,2001,,
,,2005,Steve Jenness,,,,,,,,1,Domestic,"Latrine to east, storage to west.",None,"Latrine to east, storage to west.",4152,4152,,63.gif,"With storage, rubble top, storage arch beneath, built of brick.",,,,Sketch63,,63,158,07/05/2007,skl,10,88,62,62,"Platform, Cooking",,Yes,,Yes,0,Yes,2,,06/02/2011,4,4102,House-Shop,0,8/9/2005 8:07:09 AM,0,,,see sheet 63,,182,,SJ,158,07/07/2005,JH,6,10,40,Kitchen,2005,4148,63,Feature,,,,,,,,,,,Jay Henriques,2005
